CPU_Zscore,Memory_Zscore,Disk_Zscore,Network_Zscore,SSD_Health_Zscore,Memory_Pressure,CPU_Efficiency,System_Saturation,SSD_Wear,Label
1.943724248755985,-0.026090902759739288,3.316138489394009,-0.1341292595920811,0,601.4580000000001,0.08096676737160122,1.28518,0.0,0
1.992927815019355,0.048599815843308414,3.44014695144003,-0.13406471777240267,0,647.3793000000001,0.08247734138972809,1.3093400000000002,0.0,0
1.7677964375506818,0.08774624889803773,3.577503866417001,-0.13406471777240267,0,660.201,0.078419452887538,1.3147799999999998,0.0,0
1.2325001254436145,0.09112897670750056,3.3492288019612544,-0.13406471777240267,0,713.0458,0.0668693009118541,1.2636599999999998,0.0,0
0.688458518950757,-0.11985873323854336,3.332417088731767,-0.13403242713275026,0,802.2104,0.05501519756838906,1.2238600000000002,0.0,0
0.5463269296019239,-0.08044586772558554,3.1569360716791848,-0.13403242713275026,0,654.1062,0.05197568389057751,1.20496,0.0,0
0.6250098095866939,-0.041014564349845344,5.51288462386205,-0.13403242713275026,0,1163.7486000000001,0.053799392097264434,1.4571,0.0,0
0.6484289393512304,0.28593806196265154,3.9703094162819976,-0.13400013689669327,0,984.7982999999998,0.05457317073170731,1.33114,0.0,0
0.5476243256597585,-0.3227540859716678,4.275115438367346,-0.12451082444749689,0,1056.3878,0.05227963525835866,1.35248,0.0,0
0.7226145262795283,-0.24664810905010456,3.860183933826457,-0.1340324271327503,0,1036.7244,0.05674846625766871,1.33668,0.0,0
0.7181699055955413,-0.17013963607325674,3.4052130358359323,-0.1340324271327503,0,1000.39,0.05674846625766871,1.29936,0.0,0
0.7695292473814008,-0.3104906920401547,3.7404929606402506,-0.1340324271327503,0,1118.4451999999999,0.057975460122699385,1.3463999999999998,0.0,0
0.9297587698896308,-0.27058144085905955,3.5239597045568107,-0.1340324271327503,0,1083.9723999999999,0.061656441717791416,1.3453400000000002,0.0,0
0.9513672547561245,-0.30342780816650106,3.5065841690354347,-0.1340324271327503,0,1104.8899999999999,0.06226993865030675,1.3541400000000001,0.0,0
0.7415261086574061,-0.22606771794171432,3.6242930907686857,-0.1338713858866889,0,1155.81,0.057846153846153846,1.3655,0.0,0
